path,title,kind,paper_slug,file_uri
datasets/vsi-bench/overview.html,VSI-Bench：视觉空间记忆基准 · 数据概览,overview,vsi-bench,datasets/vsi-bench/overview.html
datasets/vrbench/overview.html,VRBench：长叙事视频多步推理基准 · 数据概览,overview,vrbench,datasets/vrbench/overview.html
datasets/video-mmlu/overview.html,Video-MMLU：短视频知识理解评测 · 数据概览,overview,video-mmlu,datasets/video-mmlu/overview.html
datasets/lv-haystack/overview.html,LV-Haystack / T*：长视频关键帧检索基准 · 数据概览,overview,lv-haystack,datasets/lv-haystack/overview.html
datasets/mem-gallery/overview.html,Mem-Gallery：长期多模态会话记忆基准 · 数据概览,overview,mem-gallery,datasets/mem-gallery/overview.html
datasets/mikasa-robo/overview.html,MIKASA-Robo: Memory Benchmark for Complex Robot Tasks · 数据概览,overview,mikasa-robo,datasets/mikasa-robo/overview.html
datasets/embodiedeval/overview.html,EmbodiedEval · 数据概览,overview,embodiedeval,datasets/embodiedeval/overview.html
datasets/lsdbench/overview.html,LSDBench · 数据概览,overview,lsdbench,datasets/lsdbench/overview.html
datasets/streamingbench/overview.html,StreamingBench · 数据概览,overview,streamingbench,datasets/streamingbench/overview.html
datasets/ovo-bench/overview.html,OVO-Bench · 数据概览,overview,ovo-bench,datasets/ovo-bench/overview.html
datasets/hourvideo/overview.html,HourVideo · 数据概览,overview,hourvideo,datasets/hourvideo/overview.html
datasets/longdocurl/overview.html,LongDocURL · 数据概览,overview,longdocurl,datasets/longdocurl/overview.html
datasets/mmdocir/overview.html,MMDocIR · 数据概览,overview,mmdocir,datasets/mmdocir/overview.html
datasets/m3docvqa/overview.html,M3DocVQA / M3DocRAG · 数据概览,overview,m3docvqa,datasets/m3docvqa/overview.html
datasets/neptune/overview.html,Neptune · 数据概览,overview,neptune,datasets/neptune/overview.html
datasets/robomemarena/overview.html,RoboMemArena: A Comprehensive and Challenging Robotic Memory Benchmark · 数据概览,overview,robomemarena,datasets/robomemarena/overview.html
datasets/emem-bench/overview.html,eMEM-Bench / eMEM: A Hybrid Spatio-Temporal Memory System for Embodied Agents · 数据概览,overview,emem-bench,datasets/emem-bench/overview.html
datasets/findingdory/overview.html,FindingDory: A Benchmark to Evaluate Memory in Embodied Agents · 数据概览,overview,findingdory,datasets/findingdory/overview.html
datasets/egolife/preview_gallery.html,EgoLife · 视频预览,gallery,egolife,datasets/egolife/preview_gallery.html
preview_gallery.html,EgoLife · 原离线图册,gallery,egolife,preview_gallery.html
datasets/m3-agent/preview_gallery.html,M3-Agent / M3-Bench：机器人与网络视频 · 视频预览,gallery,m3-agent,datasets/m3-agent/preview_gallery.html
datasets/worldmm/preview_gallery.html,WorldMM：五个既有长视频基准 · 视频预览,gallery,worldmm,datasets/worldmm/preview_gallery.html
datasets/mm-lifelong/preview_gallery.html,MM-Lifelong / ReMA：日、周、月 · 视频预览,gallery,mm-lifelong,datasets/mm-lifelong/preview_gallery.html
datasets/egagent/preview_gallery.html,EGAgent：EgoLife 与 Video-MME · 视频预览,gallery,egagent,datasets/egagent/preview_gallery.html
datasets/magic-video/preview_gallery.html,MAGIC-Video：EgoLife 与 MM-Lifelong · 视频预览,gallery,magic-video,datasets/magic-video/preview_gallery.html
datasets/ella/preview_gallery.html,Ella — Embodied Social Agents with Lifelong Memory · 视频预览,gallery,ella,datasets/ella/preview_gallery.html
datasets/egomem/preview_gallery.html,EgoMem — Full-duplex Lifelong Memory Agent · 视频预览,gallery,egomem,datasets/egomem/preview_gallery.html
datasets/supermemory-vqa/preview_gallery.html,SuperMemory-VQA · 视频预览,gallery,supermemory-vqa,datasets/supermemory-vqa/preview_gallery.html
datasets/smb/preview_gallery.html,SMB — Spatial Memory Benchmark / LTE · 视频预览,gallery,smb,datasets/smb/preview_gallery.html
datasets/halo/preview_gallery.html,HALO / ReMemBench · 视频预览,gallery,halo,datasets/halo/preview_gallery.html
datasets/memer/preview_gallery.html,MemER: Scaling Up Memory for Robot Control via Experience Retrieval · 视频预览,gallery,memer,datasets/memer/preview_gallery.html
datasets/silverware/preview_gallery.html,Break Out the Silverware / Stored Household Item Challenge · 视频预览,gallery,silverware,datasets/silverware/preview_gallery.html
datasets/fetchbench/preview_gallery.html,FetchBench · 视频预览,gallery,fetchbench,datasets/fetchbench/preview_gallery.html
datasets/roomr/preview_gallery.html,Visual Room Rearrangement / RoomR · 视频预览,gallery,roomr,datasets/roomr/preview_gallery.html
datasets/behavior-1k/preview_gallery.html,BEHAVIOR-1K / 2026 Challenge Demonstrations · 视频预览,gallery,behavior-1k,datasets/behavior-1k/preview_gallery.html
datasets/robocasa365/preview_gallery.html,RoboCasa365 · 视频预览,gallery,robocasa365,datasets/robocasa365/preview_gallery.html
datasets/hd-epic/preview_gallery.html,HD-EPIC · 视频预览,gallery,hd-epic,datasets/hd-epic/preview_gallery.html
datasets/ego4d/preview_gallery.html,Ego4D — Episodic Memory · 视频预览,gallery,ego4d,datasets/ego4d/preview_gallery.html
datasets/rmbench/preview_gallery.html,RMBench / Mem-0 · 视频预览,gallery,rmbench,datasets/rmbench/preview_gallery.html
datasets/robodojo/preview_gallery.html,RoboDojo · 视频预览,gallery,robodojo,datasets/robodojo/preview_gallery.html
datasets/videowebarena/preview_gallery.html,VideoWebArena：视频记忆与网页智能体基准 · 视频预览,gallery,videowebarena,datasets/videowebarena/preview_gallery.html
datasets/mmlongbench/preview_gallery.html,MMLongBench：长上下文图文评测基准 · 视频预览,gallery,mmlongbench,datasets/mmlongbench/preview_gallery.html
datasets/cg-bench/preview_gallery.html,CG-Bench：长视频证据检索与问答基准 · 视频预览,gallery,cg-bench,datasets/cg-bench/preview_gallery.html
datasets/longvale/preview_gallery.html,LongVALE：音视频语言事件基准 · 视频预览,gallery,longvale,datasets/longvale/preview_gallery.html
datasets/video-mmmu/preview_gallery.html,Video-MMMU：视频知识获取与迁移基准 · 视频预览,gallery,video-mmmu,datasets/video-mmmu/preview_gallery.html
datasets/vsi-bench/preview_gallery.html,VSI-Bench：视觉空间记忆基准 · 视频预览,gallery,vsi-bench,datasets/vsi-bench/preview_gallery.html
datasets/vrbench/preview_gallery.html,VRBench：长叙事视频多步推理基准 · 视频预览,gallery,vrbench,datasets/vrbench/preview_gallery.html
datasets/video-mmlu/preview_gallery.html,Video-MMLU：短视频知识理解评测 · 视频预览,gallery,video-mmlu,datasets/video-mmlu/preview_gallery.html
datasets/lv-haystack/preview_gallery.html,LV-Haystack / T*：长视频关键帧检索基准 · 视频预览,gallery,lv-haystack,datasets/lv-haystack/preview_gallery.html
datasets/mem-gallery/preview_gallery.html,Mem-Gallery：长期多模态会话记忆基准 · 视频预览,gallery,mem-gallery,datasets/mem-gallery/preview_gallery.html
datasets/mikasa-robo/preview_gallery.html,MIKASA-Robo: Memory Benchmark for Complex Robot Tasks · 视频预览,gallery,mikasa-robo,datasets/mikasa-robo/preview_gallery.html
datasets/embodiedeval/preview_gallery.html,EmbodiedEval · 视频预览,gallery,embodiedeval,datasets/embodiedeval/preview_gallery.html
datasets/lsdbench/preview_gallery.html,LSDBench · 视频预览,gallery,lsdbench,datasets/lsdbench/preview_gallery.html
datasets/streamingbench/preview_gallery.html,StreamingBench · 视频预览,gallery,streamingbench,datasets/streamingbench/preview_gallery.html
datasets/ovo-bench/preview_gallery.html,OVO-Bench · 视频预览,gallery,ovo-bench,datasets/ovo-bench/preview_gallery.html
datasets/hourvideo/preview_gallery.html,HourVideo · 视频预览,gallery,hourvideo,datasets/hourvideo/preview_gallery.html
datasets/longdocurl/preview_gallery.html,LongDocURL · 视频预览,gallery,longdocurl,datasets/longdocurl/preview_gallery.html
datasets/mmdocir/preview_gallery.html,MMDocIR · 视频预览,gallery,mmdocir,datasets/mmdocir/preview_gallery.html
datasets/m3docvqa/preview_gallery.html,M3DocVQA / M3DocRAG · 视频预览,gallery,m3docvqa,datasets/m3docvqa/preview_gallery.html
datasets/neptune/preview_gallery.html,Neptune · 视频预览,gallery,neptune,datasets/neptune/preview_gallery.html
datasets/robomemarena/preview_gallery.html,RoboMemArena: A Comprehensive and Challenging Robotic Memory Benchmark · 视频预览,gallery,robomemarena,datasets/robomemarena/preview_gallery.html
datasets/emem-bench/preview_gallery.html,eMEM-Bench / eMEM: A Hybrid Spatio-Temporal Memory System for Embodied Agents · 视频预览,gallery,emem-bench,datasets/emem-bench/preview_gallery.html
datasets/findingdory/preview_gallery.html,FindingDory: A Benchmark to Evaluate Memory in Embodied Agents · 视频预览,gallery,findingdory,datasets/findingdory/preview_gallery.html
research_overview.html,新增 benchmark · 筛选与对比,other,research,research_overview.html
sources/egolife_blog_current.html,egolife / egolife blog current,source,egolife,sources/egolife_blog_current.html
sources/official_blog.html,egolife / official blog,source,egolife,sources/official_blog.html
sources/official_home.html,egolife / official home,source,egolife,sources/official_home.html
sources/paper_arxiv_v3.html,egolife / paper arxiv v3,source,egolife,sources/paper_arxiv_v3.html
sources/third_person_listing.html,egolife / third person listing,source,egolife,sources/third_person_listing.html
sources/third_person_share.html,egolife / third person share,source,egolife,sources/third_person_share.html
sources/worldmm_home.html,egolife / worldmm home,source,egolife,sources/worldmm_home.html
datasets/m3-agent/sources/paper.html,m3-agent / paper,source,m3-agent,datasets/m3-agent/sources/paper.html
datasets/m3-agent/sources/paper_abs.html,m3-agent / paper abs,source,m3-agent,datasets/m3-agent/sources/paper_abs.html
datasets/m3-agent/sources/project.html,m3-agent / project,source,m3-agent,datasets/m3-agent/sources/project.html
datasets/worldmm/sources/paper.html,worldmm / paper,source,worldmm,datasets/worldmm/sources/paper.html
datasets/worldmm/sources/project.html,worldmm / project,source,worldmm,datasets/worldmm/sources/project.html
datasets/mm-lifelong/sources/paper.html,mm-lifelong / paper,source,mm-lifelong,datasets/mm-lifelong/sources/paper.html
datasets/egagent/sources/paper.html,egagent / paper,source,egagent,datasets/egagent/sources/paper.html
datasets/egagent/sources/project.html,egagent / project,source,egagent,datasets/egagent/sources/project.html
datasets/magic-video/sources/paper.html,magic-video / paper,source,magic-video,datasets/magic-video/sources/paper.html
datasets/ella/sources/home.html,ella / home,source,ella,datasets/ella/sources/home.html
datasets/ella/sources/paper.html,ella / paper,source,ella,datasets/ella/sources/paper.html
datasets/egomem/sources/demo.html,egomem / demo,source,egomem,datasets/egomem/sources/demo.html
datasets/egomem/sources/paper.html,egomem / paper,source,egomem,datasets/egomem/sources/paper.html
datasets/smb/sources/paper.html,smb / paper,source,smb,datasets/smb/sources/paper.html
datasets/halo/sources/paper.html,halo / paper,source,halo,datasets/halo/sources/paper.html
datasets/halo/sources/project.html,halo / project,source,halo,datasets/halo/sources/project.html
datasets/memer/sources/paper.html,memer / paper,source,memer,datasets/memer/sources/paper.html
datasets/memer/sources/project.html,memer / project,source,memer,datasets/memer/sources/project.html
datasets/silverware/sources/paper.html,silverware / paper,source,silverware,datasets/silverware/sources/paper.html
datasets/fetchbench/sources/paper.html,fetchbench / paper,source,fetchbench,datasets/fetchbench/sources/paper.html
datasets/roomr/sources/cvf_page.html,roomr / cvf page,source,roomr,datasets/roomr/sources/cvf_page.html
datasets/roomr/sources/project.html,roomr / project,source,roomr,datasets/roomr/sources/project.html
datasets/behavior-1k/sources/challenge_dataset.html,behavior-1k / challenge dataset,source,behavior-1k,datasets/behavior-1k/sources/challenge_dataset.html
datasets/behavior-1k/sources/paper.html,behavior-1k / paper,source,behavior-1k,datasets/behavior-1k/sources/paper.html
datasets/behavior-1k/sources/project.html,behavior-1k / project,source,behavior-1k,datasets/behavior-1k/sources/project.html
datasets/robocasa365/sources/paper.html,robocasa365 / paper,source,robocasa365,datasets/robocasa365/sources/paper.html
datasets/robocasa365/sources/project.html,robocasa365 / project,source,robocasa365,datasets/robocasa365/sources/project.html
datasets/hd-epic/sources/data_bris.html,hd-epic / data bris,source,hd-epic,datasets/hd-epic/sources/data_bris.html
datasets/hd-epic/sources/home.html,hd-epic / home,source,hd-epic,datasets/hd-epic/sources/home.html
datasets/hd-epic/sources/paper.html,hd-epic / paper,source,hd-epic,datasets/hd-epic/sources/paper.html
datasets/hd-epic/sources/site.html,hd-epic / site,source,hd-epic,datasets/hd-epic/sources/site.html
datasets/ego4d/sources/episodic.html,ego4d / episodic,source,ego4d,datasets/ego4d/sources/episodic.html
datasets/ego4d/sources/home.html,ego4d / home,source,ego4d,datasets/ego4d/sources/home.html
datasets/ego4d/sources/paper.html,ego4d / paper,source,ego4d,datasets/ego4d/sources/paper.html
datasets/rmbench/sources/official_home.html,rmbench / official home,source,rmbench,datasets/rmbench/sources/official_home.html
datasets/rmbench/sources/paper.html,rmbench / paper,source,rmbench,datasets/rmbench/sources/paper.html
datasets/robodojo/sources/official_home.html,robodojo / official home,source,robodojo,datasets/robodojo/sources/official_home.html
datasets/robodojo/sources/paper.html,robodojo / paper,source,robodojo,datasets/robodojo/sources/paper.html
